Stories,FinSqft,Bedrms,Baths,LotSize,SaleDate,month,SalePrice,Ald,Age,FullBase,Attic,FIREPLACE,AIR_CONDITIONING,Garage,X,Y
1.5,1197,3,1.5,4200,2012,7,69900,8,90,1,0,0,0,1,2550551.012,378073.6328
1.5,1133,3,2,3750,2012,9,85000,8,102,1,0,0,0,0,2547946.614,374548.0221
1,1110,3,1,3600,2012,5,70000,8,102,1,1,0,0,1,2546731.624,371040.9634
1,1008,3,1,2929,2012,12,42500,8,105,1,1,0,0,0,2549349.499,374531.2924
1,945,3,1,3540,2012,4,84900,8,89,1,1,0,1,1,2545711.655,379551.5
1,1695,4,2,7200,2012,11,115000,9,38,1,0,0,1,1,2531622.252,423126.0749
1,1111,3,1,18224,2012,6,100000,9,58,1,1,0,1,1,2539111.158,421169.9548
1,990,4,1,5250,2012,7,53000,9,60,1,1,0,0,1,2538176.547,415115.0296
2,1900,3,2.5,17984,2012,9,138500,9,10,1,0,1,1,1,2528568.708,426558.3253
2,1636,4,1.5,9000,2012,5,115000,9,44,1,0,0,1,1,2528235.127,423514.7815
2,1347,4,1.5,9592,2012,1,128000,9,34,1,0,0,0,1,2530046.833,422940.6667
2,2088,6,2,6490,2012,12,62900,9,51,1,0,0,0,0,2537237.678,417552.6511
1,1616,4,2.5,7490,2012,10,127000,9,54,1,0,0,1,1,2539108.865,427086.8275
1,1426,3,1.5,8954,2012,9,129900,9,44,1,0,0,1,1,2528431.422,423236.0998
1,1232,3,1.5,9000,2012,9,101000,9,43,1,0,0,1,1,2528184.64,427268.4508
1,1227,3,1.5,11250,2012,5,137900,9,48,1,0,0,1,1,2527619.375,422763.0999
1,1218,3,2,10381,2012,11,119500,9,32,1,0,0,1,1,2527240.136,423247.684
1,1210,3,1.5,9184,2012,7,115000,9,40,1,0,1,1,1,2527568.697,426439.4366
1,1176,3,1,7200,2012,11,112000,9,55,1,0,0,1,1,2530888.755,420452.4925
1,1147,3,1.5,9375,2012,7,126900,9,47,1,0,0,0,1,2527120.428,427028.7301
1,1132,3,2.5,6000,2012,11,114000,9,48,1,0,0,1,1,2540780.144,420167.5626
1,1119,3,1,7787,2012,5,122900,9,54,1,0,0,1,1,2530179.914,421486.0384
1,1063,3,1.5,7200,2012,11,107000,9,44,1,0,0,1,1,2534134.436,420172.7637
1,1054,3,1.5,6655,2012,6,109900,9,48,1,0,0,0,1,2540374.411,420042.6926
1,1042,3,1,8400,2012,9,107000,9,56,1,0,0,1,1,2527163.062,421968.7172
1,1014,3,1,6148,2012,6,76900,9,52,1,0,0,1,1,2531858.625,421506.53
1,1006,3,1.5,7398,2012,6,69000,9,49,1,0,0,0,1,2536793.127,423154.9377
1,1006,3,1.5,7208,2012,9,97700,9,48,1,0,0,1,1,2536126.25,423674.8275
1,1006,3,1.5,7208,2012,6,94900,9,47,1,0,0,0,1,2537332.196,423150.0482
1,1001,3,1.5,8750,2012,8,106000,9,50,1,0,0,1,1,2532677.104,421950.8159
1,997,3,1,8192,2012,3,109900,9,55,1,0,0,1,1,2528734.027,421366.0824
1,967,3,1,10800,2012,2,82000,9,51,1,0,0,0,1,2531694.992,420249.471
1,953,3,1,7320,2012,9,99000,9,54,1,0,0,1,1,2528920.937,420006.9584
1,898,3,1.5,8344,2012,7,83000,9,53,1,0,0,1,1,2527779.325,422097.8286
1,864,3,1,18120,2012,5,65000,9,60,1,0,0,0,1,2527180.679,420483.7224
1,762,2,1,6095,2012,11,67000,9,51,1,0,0,1,1,2531688.188,421522.4304
1,1751,4,2,9800,2012,9,135000,9,20,1,0,0,1,1,2527341.901,423929.2187
1,1414,3,2,3600,2012,3,125000,10,28,1,0,0,1,1,2533084.248,380607.6469
1.5,2230,4,2,9450,2012,3,154000,10,57,1,0,0,1,1,2535444.371,402611.8958
1.5,1794,2,2.5,4949,2012,7,214900,10,71,1,0,1,1,1,2534891.018,396392.5762
1.5,1715,4,2,6150,2012,5,149500,10,70,1,0,1,1,1,2530731.126,381379.5303
1,1688,3,1,5280,2012,4,150000,10,73,1,1,1,1,1,2534832.08,397306.08
1.5,1608,3,2,6250,2012,11,188500,10,73,1,0,1,1,1,2536375.21,396214.173
1.5,1575,3,2,6160,2012,10,173700,10,61,1,0,0,0,1,2534294.57,383127.7324
1.5,1573,3,1.5,5760,2012,10,165850,10,73,1,0,1,1,1,2534531.969,397254.8278
1.5,1496,4,1.5,4800,2012,4,178500,10,75,1,0,1,0,1,2535739.757,396474.4936
1,1484,3,2,6000,2012,4,131000,10,59,1,1,1,1,1,2537308.972,383381.5378
1,1482,3,1,5400,2012,7,137000,10,62,1,1,0,1,1,2533516.892,397193.6002
1,1479,4,2,5200,2012,5,125000,10,74,1,1,0,0,1,2537996.358,400294.7002
1,1453,4,2,4641,2012,7,50200,10,63,1,1,0,1,1,2538267.969,396242.1937
1,1416,3,2,5200,2012,12,137500,10,72,1,1,0,1,1,2535752.787,396847.6062
1,1410,3,2,5974,2012,6,137000,10,61,1,1,0,1,1,2528346.351,383093.4302
1,1395,4,1,5400,2012,7,62500,10,64,1,1,0,1,1,2537842.988,400516.2858
1,1391,4,2,6110,2012,6,143000,10,61,1,1,0,1,1,2527984.511,383410.5737
1,1380,3,1,3960,2012,7,79000,10,59,1,1,0,0,1,2536566.132,380020.5552
1,1376,4,1,9461,2012,4,73000,10,60,1,1,0,0,1,2533485.214,401856.34
1,1363,3,2,4920,2012,3,106900,10,59,1,1,0,1,1,2534244.658,402314.4552
1,1360,3,2,7100,2012,9,152000,10,64,1,1,0,0,1,2538845.057,386125.5901
1,1350,3,1,6630,2012,3,109000,10,59,1,1,0,1,1,2534551.982,402729.0156
1,1346,4,1.5,5002,2012,8,161500,10,60,1,1,0,1,1,2533512.75,383082.58
1,1342,3,2,3840,2012,4,65000,10,89,1,1,0,0,1,2538420.575,397891.3118
1,1296,3,1.5,5400,2012,5,132000,10,63,1,1,0,1,1,2533515.497,397273.5874
1,1290,3,2,4937,2012,7,175400,10,61,1,1,0,1,1,2533004.526,396915.2392
1,1263,3,1.5,5120,2012,2,122300,10,63,1,1,0,0,1,2533650.881,397077.3877
1,1260,4,1,5760,2012,10,171500,10,59,1,1,0,1,1,2527304.335,382148.54
1,1248,3,2,4691,2012,7,97000,10,72,1,1,0,1,1,2533536.366,396826.7161
1,1242,3,1,7050,2012,10,123500,10,70,1,1,0,0,1,2530931.312,380990.3101
1,1223,3,1,4920,2012,5,64500,10,58,1,1,0,1,1,2534069.853,402593.2517
1,1204,3,2,5400,2012,4,117500,10,63,0,1,0,1,1,2533314.995,397587.9728
1,1170,4,1.5,5460,2012,1,87000,10,64,1,1,0,1,1,2536752.323,395822.3684
1,1170,3,1,4800,2012,12,93500,10,71,1,1,0,1,1,2535048.535,380276.1428
1.5,1153,3,1.5,5760,2012,7,74900,10,72,1,0,1,1,1,2535652.938,397800.6389
1,1144,3,1,7595,2012,4,160000,10,60,1,1,0,1,1,2528311.567,383488.4286
1,1134,3,2,4800,2012,8,131900,10,61,1,1,0,1,1,2533058.258,381582.0495
1,1114,4,1,5400,2012,6,150000,10,63,1,1,0,1,1,2536223.632,396625.2968
1,1113,3,1,5500,2012,9,149000,10,70,1,1,0,1,1,2531297.283,381023.3161
1,1107,3,1,4320,2012,9,164000,10,67,1,1,0,1,1,2531617.488,382934.1124
1,1099,2,1,4715,2012,10,96500,10,71,1,1,0,0,1,2535208.633,395902.914
1,1031,3,1,7443,2012,8,113500,10,71,1,1,0,1,1,2535624.225,396962.0106
1,1024,3,1,5450,2012,5,84800,10,57,1,1,0,1,1,2532885.825,402635.3076
1,1008,2,1,5400,2012,10,142500,10,65,1,0,0,0,1,2533512.007,397473.5574
1,965,3,1.5,5580,2012,5,104000,10,59,1,1,0,0,1,2535882.5,381141.935
1,932,2,1,5280,2012,8,82000,10,62,1,0,0,0,1,2537895.828,393271.3041
2,2334,4,1.5,6375,2012,9,205000,10,88,1,0,1,0,1,2540323.31,390178.5996
2,1982,3,2,4998,2012,5,214000,10,66,1,0,2,1,1,2534991.432,396438.2583
2,1920,4,2,6380,2012,11,253000,10,71,1,0,1,0,1,2540766.634,382900.7974
2,1873,3,1.5,5418,2012,5,135000,10,56,1,0,2,1,1,2527835.619,383303.0532
2,1869,3,1.5,5088,2012,10,199000,10,76,1,0,1,1,1,2534992.303,396195.7304
2,1754,3,2.5,4800,2012,10,125000,10,98,1,0,0,0,1,2541174.61,391668.8148
2,1751,3,1.5,5225,2012,9,188000,10,75,1,0,1,1,1,2535285.549,396979.8709
2,1671,3,1.5,4524,2012,3,104900,10,75,1,0,1,1,1,2539550.163,398649.2677
1.5,1658,3,1,6413,2012,5,156000,10,96,1,0,1,0,1,2541737.182,385053.3548
2,1641,3,1.5,7708,2012,10,140000,10,71,0,0,1,1,1,2533354.416,383303.7364
2,1608,3,1.5,5934,2012,6,177900,10,74,1,0,1,1,1,2534326.564,396933.6249
2,1546,3,1.5,5950,2012,8,146000,10,71,1,0,1,1,1,2534976.179,397098.3416
2,1536,3,2,6250,2012,6,199000,10,87,1,0,0,1,1,2540442.618,385402.8255
2,1448,3,1.5,5207,2012,8,191555,10,71,1,0,1,1,1,2535736.791,396249.0682
2,1300,3,1.5,5936,2012,7,172500,10,64,1,0,1,1,1,2528371.342,382344.2304
2,1260,3,1.5,3600,2012,5,100000,10,67,0,0,0,1,1,2538018.929,380519.6751
2,1237,4,1,3600,2012,10,116500,10,91,1,0,0,1,0,2539257.012,391089.9658
2,1152,3,1,5040,2012,9,125000,10,84,1,0,0,0,1,2539273.188,387471.9233
2,1117,2,1,3840,2012,8,35000,10,65,1,0,0,1,1,2535502.571,397464.0842
1,920,3,1,7200,2012,4,34000,10,122,1,0,0,0,1,2544258.444,384871.1317
1,720,1,1,5400,2012,6,55600,10,87,1,0,0,0,0,2533310.455,397847.9372
2,3012,6,2,4680,2012,5,213000,10,100,1,0,0,1,1,2541378.586,390984.8429
2,2768,5,2,4800,2012,3,72500,10,98,1,0,0,0,0,2540252.529,392741.6104
2,2642,4,2,4800,2012,6,80000,10,82,1,0,0,1,1,2537530.047,396542.9081
1.5,2553,4,2,4640,2012,7,88900,10,81,1,0,0,0,1,2539246.866,398185.1648
2,2530,4,2,4560,2012,4,135000,10,89,1,0,0,0,0,2538825.315,391672.3516
2,2486,6,2,4284,2012,7,207000,10,89,1,0,0,1,1,2538651.928,391329.0473
2,2417,4,2,4872,2012,4,108000,10,75,1,0,0,0,1,2539239.698,398792.573
2,2412,4,2,4520,2012,9,90000,10,91,1,0,0,0,1,2539225.631,392761.0959
1.5,2391,5,2.5,5200,2012,9,150000,10,81,1,0,0,0,1,2539348.837,400267.4888
1.5,2368,4,2,4522,2012,8,55000,10,84,1,0,0,0,1,2538140.477,397142.0221
2,2364,5,2,4800,2012,7,135000,10,84,1,1,0,0,1,2539147.11,390643.5217
2,2212,4,2,4320,2012,4,87500,10,89,1,0,0,0,1,2541105.092,389563.7229
2,2204,4,2,5117,2012,10,200000,10,86,1,0,0,0,1,2538669.356,390580.4856
1.5,2129,4,2,5200,2012,7,102000,10,77,1,0,1,0,1,2538335.646,400298.6729
1.5,2081,4,2,3840,2012,9,85000,10,84,1,0,0,1,1,2538513.106,398133.4823
1.5,2080,4,2,6500,2012,11,112500,10,91,1,0,0,0,1,2541470.124,385294.9323
1.5,2053,4,2,5280,2012,4,128000,10,83,1,0,0,0,1,2537373.449,395473.805
1.5,2012,4,2,4800,2012,8,65900,10,93,1,0,0,0,0,2542753.905,388465.3607
1.5,2010,4,2,6000,2012,11,167500,10,93,1,0,0,0,1,2541711.983,389929.5324
1.5,1973,4,2.5,4800,2012,4,150000,10,84,1,0,1,1,1,2538963.618,390854.4232
1.5,1972,4,2,6000,2012,11,145000,10,87,1,0,0,0,1,2539229.852,384823.9471
1.5,1914,4,2,5895,2012,9,160000,10,88,1,0,1,1,1,2540932.205,384371.9419
1.5,1682,4,2,3840,2012,1,45000,10,88,1,0,0,0,0,2538419.494,398012.1474
1.5,2122,5,2,3600,2012,11,125000,10,40,1,0,0,1,1,2533901.22,380799.7934
2,2026,4,2,3025,2012,12,60000,10,112,1,0,0,0,1,2544179.869,383854.6573
1.5,2017,3,2,4800,2012,9,50000,10,73,1,0,0,0,1,2542770.338,387575.2696
1.5,1386,3,2,5720,2012,7,86000,10,83,1,0,0,0,1,2534224.811,381011.5457
2,1232,2,2,3720,2012,1,87500,10,82,1,0,0,1,1,2535697.646,381100.3755
1.5,1654,4,2,3600,2012,7,19100,10,118,1,0,0,0,0,2544374.894,384110.552
1.5,2220,4,1.5,6600,2012,6,142000,10,97,1,0,1,0,1,2541419.789,384562.9929
1.5,2178,5,2,5080,2012,3,169000,10,94,1,0,1,1,1,2540133.042,389432.3051
1,2099,4,4,4879,2012,5,155000,10,82,1,1,1,0,1,2539097.867,388418.2704
1.5,2091,4,2,4560,2012,5,165000,10,97,1,0,2,0,1,2540284.143,391219.9979
1,2054,4,2,6000,2012,2,217000,10,93,1,1,0,1,1,2539470.151,390149.2837
1,2008,3,1.5,7248,2012,2,230000,10,84,1,1,1,1,1,2538912.539,390407.4994
1.5,1980,4,2,4738,2012,5,136400,10,85,1,0,0,1,1,2539378.13,393599.4807
1,1944,3,2,4816,2012,5,134500,10,84,1,1,0,0,1,2539081.339,397414.7293
1.5,1929,4,3,6230,2012,1,132000,10,85,1,0,0,0,1,2529454.958,380700.3884
1.5,1891,3,2,5000,2012,10,182000,10,87,1,0,0,1,1,2535187.096,397014.5248
1,1863,3,2,4800,2012,7,175000,10,86,1,1,0,1,1,2537378.195,395187.845
1,1835,3,2,5080,2012,4,177500,10,94,1,1,1,1,1,2540138.43,389154.0332
1.5,1811,4,1,5400,2012,7,172000,10,86,1,0,0,1,1,2533320.578,397268.0226
1,1800,3,1,4510,2012,6,160000,10,90,1,1,0,1,1,2538513.605,392064.6584
2,1792,4,2,4720,2012,8,152000,10,86,1,0,0,1,1,2537903.944,392773.5685
1,1734,4,2,4760,2012,7,162500,10,87,1,1,0,1,1,2538701.354,389319.2181
1,1727,3,2,4171,2012,7,69900,10,85,1,1,0,0,1,2538784.125,396288.61
1,1723,4,1,5715,2012,8,152000,10,93,1,1,0,1,1,2540107.063,390702.6295
1,1719,3,1,4800,2012,7,107000,10,91,1,1,0,0,1,2539935.185,392875.0533
1,1715,4,1,6720,2012,5,129000,10,87,1,1,0,1,1,2538185.921,382560.4144
1,1707,4,2,4480,2012,10,100000,10,84,1,1,0,1,1,2538962.969,398096.5245
1.5,1705,4,1,4800,2012,10,155000,10,95,1,0,1,0,1,2540459,389277.25
1,1684,3,1,4200,2012,4,137500,10,112,1,1,0,1,1,2539699.429,389664.9036
1,1673,5,2,4800,2012,2,64000,10,84,1,1,0,1,1,2537879.12,394274.8049
1,1633,3,1,4800,2012,5,75000,10,85,1,1,0,1,1,2540192.59,396789.0368
1,1617,4,2,4200,2012,10,159900,10,93,1,1,0,1,1,2539700.091,389629.5792
1,1589,4,1,6600,2012,6,77500,10,94,1,1,1,0,1,2541310.186,384553.7112
1,1584,4,1,4640,2012,6,16500,10,84,1,1,0,1,1,2539700.599,396728.6491
1,1582,4,2.5,3680,2012,8,167000,10,85,1,1,0,1,1,2534406.925,383139.4
1,1570,4,2,4522,2012,10,150000,10,87,1,1,0,1,1,2538297.931,388823.2478
1,1556,3,2,6020,2012,7,176900,10,87,1,1,0,1,1,2533834.71,383320.9
1,1513,4,2,5760,2012,1,155000,10,85,1,1,0,1,1,2539232.181,388074.8967
1,1462,3,1.5,4760,2012,5,86425,10,86,1,1,0,0,1,2537989.304,394822.9842
1,1458,3,2,6250,2012,8,142900,10,87,1,1,0,1,1,2538262.26,383138.0149
1,1454,4,1.5,4620,2012,4,147900,10,82,1,1,0,1,1,2536272.622,397145.009
1,1445,4,2,4480,2012,7,84000,10,84,1,1,0,1,1,2536747.685,396821.5095
1,1417,3,2,3880,2012,9,93000,10,86,1,1,0,1,1,2538427.115,397228.2219
1,1398,3,2,5450,2012,7,165500,10,87,1,1,0,1,1,2539666.454,384915.208
1,1391,3,1,4600,2012,3,137000,10,93,1,1,1,0,1,2540631.511,389326.9433
1,1387,4,1,4760,2012,3,76500,10,89,1,1,0,1,1,2537985.774,395022.3504
1,1373,4,1,4046,2012,7,39000,10,84,1,1,0,1,1,2538130.325,398151.5942
1,1354,3,1,5400,2012,3,42000,10,86,1,1,0,1,1,2540326.366,396918.2898
1,1339,3,2,3570,2012,9,100000,10,85,1,1,0,1,0,2538716.532,388778.4609
1,1332,3,1,4142,2012,6,121000,10,87,1,1,0,0,1,2539836.628,384675.5097
1,1318,3,1,5400,2012,9,90000,10,82,1,1,0,0,1,2538005.602,388658.1144
1,1296,4,2,6600,2012,6,127500,10,97,1,1,0,1,1,2537624.595,383533.76
1,1258,3,1,4480,2012,7,29000,10,85,1,1,0,0,1,2538964.891,397897.1831
1,1235,3,1,4760,2012,4,67500,10,88,1,1,0,1,1,2538470.197,394589.592
1,1224,3,1,3660,2012,1,110000,10,86,1,1,0,0,1,2533723.531,380677.1489
1,1169,3,1,5400,2012,4,128000,10,83,1,1,0,1,1,2532851.58,397494.715
1,1158,4,2,3780,2012,6,109000,10,87,1,1,0,0,1,2538008.339,381365.0691
1,1126,3,1,4800,2012,10,88000,10,90,1,1,0,1,1,2538778.61,394007.2656
1,1125,3,1,8400,2012,6,99900,10,90,1,1,0,1,1,2538335.73,383277.61
1,1120,4,1.5,3680,2012,4,92000,10,86,1,1,0,1,1,2534411.25,382979.46
1.5,1050,2,1,4800,2012,6,113000,10,89,1,0,0,1,0,2534867.32,382986.24
1,964,3,1,4520,2012,3,79900,10,95,1,1,0,0,0,2534919.291,380719.8052
1,962,3,1,3600,2012,8,28000,10,89,0,1,0,1,1,2535935.455,383347.9524
1,932,2,2,4410,2012,6,138000,10,87,1,1,0,1,1,2537344.943,381572.219
1,1636,3,1,6615,2012,7,104900,10,47,1,0,0,1,1,2535580.634,402666.657
1,1449,2,2,6180,2012,6,162000,10,86,1,0,1,1,1,2541121.81,384508.4409
1,1132,2,1.5,4046,2012,6,37500,10,43,1,0,0,1,0,2538136.171,397568.4005
1,1056,3,2,6360,2012,7,153000,10,60,1,0,0,1,1,2531480.341,383079.8676
1,1049,2,1,7150,2012,8,67500,10,60,1,0,0,1,1,2537283.352,402702.8554
1,1035,2,1,4600,2012,8,92000,10,60,1,0,0,1,1,2534595.827,382155.0078
1,937,3,1,5768,2012,6,99500,10,59,1,0,0,0,1,2527189.617,381631.2007
1,918,3,1,6592,2012,5,75000,10,59,1,0,0,1,1,2533036.073,402023.3881
1,828,2,1,3600,2012,10,68000,10,70,1,0,0,0,1,2532942.974,380725.5509
1,828,2,1,4340,2012,9,99900,10,57,1,0,0,1,1,2535564.634,380504.8677
1,788,2,1,5360,2012,7,119900,10,64,1,0,0,1,1,2532537.139,381765.4337
1,768,2,1,6786,2012,11,99900,10,61,1,0,0,1,1,2527963.229,383029.649
1,707,2,1,4875,2012,11,30000,10,61,0,0,0,0,0,2536396.753,380462.9897
1,704,2,1,3900,2012,8,63000,10,59,1,0,0,0,1,2536553.304,380619.0176
1.5,2135,3,2,4520,2012,1,150000,10,99,1,1,0,1,1,2539107.945,392311.9012
1.5,2090,5,1,5400,2012,8,155000,10,91,1,0,1,1,1,2541214.839,390030.6941
1.5,1860,3,1.5,4080,2012,7,124900,10,82,1,0,0,1,1,2526513.307,380580.1633
1,1663,4,2,4200,2012,9,182500,10,99,1,1,0,0,1,2541217.688,389906.3267
1,1548,3,1,5800,2012,6,155000,10,81,1,1,0,1,1,2535310.199,396485.7472
2,1464,3,2,7400,2012,5,188500,10,92,1,0,0,1,1,2532286.621,382870.6673
2,1444,3,2.5,5000,2012,5,137500,10,86,1,1,1,0,0,2535643.657,383423.4129
2,1356,4,1.5,4800,2012,3,130000,10,86,1,0,0,1,1,2539394.828,380175.8999
1,1318,3,0,4880,2012,7,136500,10,86,1,1,0,1,1,2538835.655,380921.7922
1,1307,3,1,4560,2012,12,64900,10,97,1,1,1,0,0,2539401.714,392691.4688
1.5,1186,3,1.5,5625,2012,9,110000,10,92,1,0,0,1,1,2538041.021,380107.9131
1,1152,3,2,5400,2012,8,149000,10,94,1,1,0,1,1,2532859.95,397014.7877
1.5,1122,3,1,8450,2012,9,98500,10,100,1,0,0,1,1,2538426.37,380974.5773
1.5,1098,3,1.5,5400,2012,2,130500,10,92,0,0,0,1,1,2533217.213,382322.1876
1.5,1093,3,1.5,5040,2012,12,86850,10,92,1,0,0,1,1,2537527.184,381598.8216
1,1010,3,1,6374,2012,4,118000,10,86,1,1,0,1,1,2539158.187,379900.9932
1,906,2,1,5300,2012,3,88000,10,84,1,0,0,1,1,2526769.783,380365.5395
1,840,2,1,7192,2012,1,87000,10,88,1,1,0,1,1,2535883.677,381091.9023
1,748,2,1,3844,2012,8,75000,10,87,1,0,0,0,1,2536222.595,380499.8518
1,691,2,1,5400,2012,7,70700,10,85,0,0,0,1,1,2532655.257,397569.1374
2,2000,3,1.5,6210,2012,10,235000,10,81,1,0,1,0,1,2540952.579,383377.578
1.5,1890,3,2.5,5400,2012,4,245000,10,72,1,0,2,1,1,2534154.554,396393.6891
1,2008,4,2,8060,2012,1,170000,11,41,1,0,0,1,1,2527454.834,365066.5995
1.5,2580,4,2.5,6930,2012,5,240000,11,57,1,0,1,1,1,2541550.754,370181.6895
1.5,2276,4,3,9672,2012,10,169000,11,60,1,0,2,1,1,2541452.333,370104.8482
1.5,1767,4,2,4800,2012,11,180000,11,64,1,1,0,1,1,2544272.4,366533.931
1.5,1751,3,1.5,4800,2012,5,160000,11,75,1,0,1,1,1,2548405.242,366617.6372
1,1728,3,1.5,6500,2012,3,119500,11,70,1,1,0,1,1,2539923.33,367456.4024
1,1702,3,2,4800,2012,7,163000,11,76,1,1,0,0,1,2547161.743,366223.0075
1.5,1670,3,1.5,8568,2012,6,145000,11,70,1,0,1,1,1,2538671.711,363613.4475
1,1588,4,1.5,4920,2012,4,175000,11,62,1,1,0,1,1,2541770.822,369328.4859
1,1534,3,2,5520,2012,12,140500,11,59,1,1,0,1,1,2537878.894,369852.21
1,1525,4,2,6000,2012,3,153000,11,59,1,1,0,1,1,2537661.412,369534.4582
1,1487,4,1.5,5412,2012,9,95000,11,71,1,1,0,0,1,2544443.418,367498.5468
1,1477,4,2,5480,2012,3,125000,11,64,1,1,0,1,1,2543116.858,368037.4546
1,1450,4,2.5,10680,2012,6,145000,11,62,1,1,0,1,1,2531208.232,363589.8303
1.5,1449,4,2.5,8976,2012,9,185000,11,61,1,0,3,1,1,2539597.56,367654.002
1,1448,4,1,21000,2012,8,86000,11,71,1,1,1,1,1,2536024.896,361172.7493
1,1442,4,1.5,4900,2012,1,110000,11,58,1,1,0,1,1,2536868.137,369836.9654
1,1406,4,2,6500,2012,1,120000,11,59,1,1,1,1,1,2537004.124,369224.0721
1.5,1395,4,1.5,5240,2012,5,142900,11,60,1,0,0,1,1,2538078.403,370231.2397
1,1393,3,1.5,9000,2012,2,95000,11,59,1,1,0,1,1,2537158.957,369228.8572
1,1337,4,1,13600,2012,3,90000,11,70,1,1,1,1,1,2535913.398,360715.558
1,1321,3,1,4800,2012,4,118500,11,58,1,1,0,1,1,2536890.8,369432.645
1,1320,4,2,6500,2012,10,123000,11,56,1,1,0,1,1,2535403.769,366196.6033
1,1305,3,2,6000,2012,9,135500,11,60,1,1,0,1,1,2545513.185,365817.9408
1,1198,4,1.5,4880,2012,10,129000,11,59,1,1,0,1,1,2537751.368,370111.5897
1,1157,4,1.5,8040,2012,5,132000,11,74,1,1,0,1,1,2530013.487,362564.0059
1,1150,2,1,4960,2012,11,94000,11,63,1,0,0,1,1,2545231.61,368072.8933
1,1148,3,1,4800,2012,5,115000,11,62,1,1,0,1,1,2546568.502,366704.664
1,1146,2,1,7980,2012,6,87900,11,74,0,1,0,0,1,2528573.726,362339.7458
1,1113,3,1,4880,2012,1,116800,11,59,1,1,0,1,1,2537892.966,370116.2441
1,1106,3,1,5906,2012,4,95000,11,63,1,1,0,1,1,2544138.057,367195.8791
1,1098,3,1,3600,2012,7,93200,11,51,1,1,0,1,1,2546459.022,363355.3324
1,1096,3,1,4800,2012,5,119900,11,61,1,1,0,1,1,2547006.801,365688.4298
1,1095,3,1.5,7250,2012,9,118500,11,70,1,1,0,0,1,2540208.065,368070.4973
1,1072,2,2,5625,2012,6,134000,11,63,1,1,0,1,1,2547540.617,367212.2925
1,1044,2,1,5080,2012,5,130000,11,63,1,1,0,1,1,2542773.553,368409.9683
1,1038,3,1,10547,2012,7,162800,11,70,1,1,0,0,1,2539926.706,368112.0115
1,1032,3,1,6579,2012,4,129500,11,62,1,1,0,1,1,2539332.795,360546.24
1,1017,3,1,4920,2012,10,125000,11,63,1,1,0,1,1,2542104.633,369215.4927
1,1016,3,1,8189,2012,2,110000,11,60,1,1,0,1,1,2536060.882,367086.7444
1,1001,3,1,6750,2012,6,125000,11,70,1,1,0,1,1,2542608.463,369586.6353
1,999,3,1,5960,2012,5,98000,11,90,1,1,0,1,1,2536265.574,369883.4999
1,982,2,1,5040,2012,12,127000,11,71,1,0,0,0,1,2542764.811,369149.7109
1,975,3,1,4920,2012,6,119000,11,72,1,1,0,0,1,2542248.503,369178.5626
1,958,3,1,7500,2012,3,90000,11,64,1,1,0,1,1,2534923.973,369653.0696
1,928,3,1,7980,2012,6,77500,11,74,1,1,0,0,1,2529222.813,362660.2268
2,2481,4,2.5,15300,2012,4,284000,11,23,1,0,1,1,1,2525520.098,361185.4657
2,2228,3,1.5,7480,2012,6,200000,11,54,1,0,1,1,1,2533988.324,363668.8038
2,2204,4,2.5,5700,2012,9,270000,11,9,1,0,1,1,1,2544358.273,362138.2532
2,2174,4,2.5,7590,2012,5,215000,11,53,1,0,0,1,1,2534118.783,362854.8144
2,2174,3,2.5,4799,2012,6,275000,11,8,1,0,1,1,1,2531306.278,363273.4191
2,1896,6,2,6000,2012,7,170900,11,59,1,0,0,1,1,2545176.001,365683.541
2,1792,3,1.5,9100,2012,12,140000,11,70,1,0,1,0,1,2535670.114,361037.4722
2,1754,3,1.5,6200,2012,12,157000,11,62,1,0,1,1,1,2545754.95,367298.9578
2,1724,4,1.5,7200,2012,11,189000,11,93,1,0,1,1,1,2543583.63,367357.0076
2,1676,3,1.5,5040,2012,3,165000,11,75,1,0,1,1,1,2545582.939,364846.9377
2,1662,3,1.5,7000,2012,2,152000,11,48,1,0,1,1,1,2526722.66,361282.4715
2,1577,4,1.5,8400,2012,4,185000,11,44,1,0,0,1,1,2526582.6,361338.2721
2,1554,3,1.5,11390,2012,7,175000,11,59,1,0,0,1,1,2545232.021,365846.8962
2,1470,3,1.5,7200,2012,12,132700,11,72,1,0,0,0,1,2547666.989,366598.131
2,1378,3,1.5,7946,2012,10,140000,11,53,1,0,0,1,1,2533322.033,363808.987
2,1264,3,1.5,6048,2012,10,142600,11,44,1,0,0,1,1,2526549.517,363865.8144
2,1256,3,1.5,5040,2012,5,102500,11,72,1,0,0,1,1,2542765.258,369109.6327
2,1032,2,1,5280,2012,7,72000,11,74,0,0,0,1,1,2530643.932,363746.3556
1.5,1979,5,2,4920,2012,6,121500,11,89,1,0,0,0,1,2542270.202,367138.977
1.5,2274,5,2.5,4960,2012,6,145000,11,46,1,0,0,1,1,2541921.038,368631.3428
2,2168,4,2,4920,2012,3,158000,11,58,1,0,0,1,1,2545418.997,367841.9635
2,2096,4,2,4884,2012,4,145000,11,57,1,0,0,1,1,2537441.449,370499.5184
1.5,1977,4,2,4879,2012,5,156600,11,60,1,0,0,1,1,2543956.47,366099.5441
2,1963,5,2,5360,2012,11,90000,11,71,1,0,0,0,1,2535587.691,368954.5947
