Stories,FinSqft,Bedrms,Baths,LotSize,SaleDate,month,SalePrice,Ald,Age,FullBase,Attic,FIREPLACE,AIR_CONDITIONING,Garage,X,Y
1,1172,3,1,6250,2012,5,131500,5,61,1,1,0,1,1,2527538.131,399044.1777
1,1171,3,1,5000,2012,12,119900,5,62,1,1,0,1,1,2531583.121,396154.3263
1,1167,3,1.5,4800,2012,7,82000,5,60,1,1,0,1,1,2528814.194,400898.582
1,1166,3,1.5,4800,2012,7,92500,5,62,1,1,0,0,1,2532132.119,398047.8678
1,1165,2,1,4800,2012,9,131000,5,70,1,1,1,1,1,2531973.12,396801.2706
1,1164,3,1,5000,2012,7,129900,5,62,1,1,0,1,1,2529254.982,397313.3426
1,1163,4,1,5080,2012,10,94000,5,60,1,1,0,1,1,2528982.924,401920.817
1,1158,2,1,5120,2012,8,97000,5,65,1,0,0,1,1,2530961.211,397602.7773
1,1149,3,1.5,5120,2012,7,106500,5,62,1,1,0,1,1,2530156.792,396603.345
1,1146,3,1,4800,2012,1,70000,5,62,1,1,0,1,1,2530752.455,400766.8927
1,1133,3,1,5400,2012,10,105000,5,62,1,1,0,1,1,2527537.97,398928.6184
1,1119,3,1,6000,2012,7,76000,5,61,1,1,0,1,1,2531496.534,408211.8721
1,1108,3,2,4800,2012,2,122000,5,66,1,1,0,0,1,2530820.361,399185.0774
1,1105,3,1,4800,2012,8,107000,5,62,1,1,0,0,1,2531954.033,398040.4719
1,1092,3,3,5000,2012,8,131500,5,62,1,1,0,1,1,2527833.062,400223.2665
1,1089,3,1,9000,2012,5,136500,5,60,1,1,0,1,1,2527561.231,398835.2536
1,1087,3,1,5588,2012,5,90000,5,66,1,1,0,1,1,2529142.537,401420.3848
1,1078,3,1,5000,2012,4,95000,5,60,1,1,0,1,1,2528799.568,396624.3058
1,1072,3,1,6552,2012,4,100000,5,65,1,1,0,1,1,2531144.812,395990.6102
1,1059,2,2,5240,2012,3,112500,5,63,1,0,0,1,1,2529608.249,396930.2772
1,1049,2,1,21780,2012,7,110000,5,73,1,0,1,0,1,2521569.787,424404.1159
1,1040,3,1,6250,2012,3,118000,5,62,1,1,0,1,1,2530448.082,399143.8945
1,1037,3,1,5684,2012,10,89000,5,58,1,1,0,1,1,2529973.399,403033.5564
1,1029,4,1,6800,2012,6,73000,5,63,1,1,0,1,1,2528762.86,402929.4854
1,1027,3,1,5060,2012,8,98500,5,59,1,1,0,1,1,2524297.268,401048.8378
1,1026,3,1,5280,2012,10,69900,5,72,1,1,0,0,1,2528398.25,405573.485
1,1011,3,1,5280,2012,12,65975,5,60,1,1,0,1,1,2532114.754,398998.4868
1,989,2,1,7200,2012,4,97900,5,62,1,0,0,1,1,2531120.12,400991.3314
1,988,3,1,5000,2012,5,95000,5,62,1,1,0,1,1,2527449.426,397270.24
1,971,3,1,5240,2012,4,77500,5,61,1,1,0,1,1,2529525.95,399717.1613
1,946,3,1,5060,2012,4,106000,5,59,1,1,0,1,1,2524284.88,401704.5278
1,892,2,1,7000,2012,9,80000,5,63,1,0,0,1,1,2528298.17,402756.1712
1,847,2,1,5120,2012,12,82000,5,62,1,0,0,1,1,2531631.75,397829.5
1,846,3,1,4800,2012,7,92000,5,62,1,1,0,1,1,2527199.529,399114.7363
1,828,2,2,6000,2012,9,81200,5,60,1,0,0,1,1,2525935.455,399809.12
1,693,2,1,5014,2012,1,62000,5,59,1,0,0,0,1,2524725.785,400844.8958
2,3110,5,3.5,20624,2012,6,322500,5,1,1,0,1,1,1,2526173.327,426058.7147
2,3042,4,2,11978,2012,12,195000,5,48,0,0,1,1,1,2524791.647,422219.4063
2,2506,4,2.5,8750,2012,3,299900,5,2,1,0,1,1,1,2516556.058,425444.9993
2,2480,4,2.5,17408,2012,3,291000,5,1,1,0,1,1,1,2526266.96,426085.6024
2,2452,3,2.5,12118,2012,9,276000,5,10,1,0,1,1,1,2519577.688,421999.1827
2,2248,4,2.5,20000,2012,7,183000,5,32,1,0,2,1,1,2524003.767,425585.7809
2,2027,4,2,7200,2012,11,155000,5,60,1,0,1,1,1,2525741.985,398874.275
2,1795,3,1.5,7200,2012,8,196000,5,60,1,0,1,1,1,2525874.57,399118.455
2,1680,3,1.5,5650,2012,5,171500,5,60,1,0,0,1,1,2526708.156,399632.8105
2,1610,3,1.5,9350,2012,9,145000,5,36,0,0,0,0,1,2517406.123,415784.6877
2,1486,3,1.5,4800,2012,5,151000,5,71,1,0,0,1,1,2531815.342,397916.0312
2,1422,3,1.5,5060,2012,10,99000,5,59,1,0,0,1,1,2524411.601,401754.2642
2,1419,3,1.5,4800,2012,8,154000,5,57,1,0,0,1,1,2525170.412,401865.0589
2,1378,3,1.5,5360,2012,4,127500,5,62,1,0,0,1,1,2531510.873,395816.5247
2,1270,3,1.5,6250,2012,9,183000,5,71,1,0,1,1,1,2527476.854,396342.334
2,1248,2,1,5000,2012,8,123700,5,73,1,0,0,0,1,2531187.62,396136.7317
2,1205,3,1.5,6708,2012,9,104900,5,65,1,0,0,1,1,2531086.923,401339.9628
2,2672,6,3,5040,2012,11,130000,5,45,1,0,0,1,1,2528549.771,410132.0914
2,2668,6,3,6192,2012,5,144000,5,43,1,0,0,1,1,2530096.464,403785.0133
2,2376,4,2,4800,2012,6,167500,5,64,1,0,0,0,1,2532139.154,397650.1333
2,2330,4,2,5400,2012,3,132900,5,60,1,0,0,1,1,2528265.382,395543.2116
2,2240,6,2,4800,2012,9,85000,5,56,1,0,0,0,0,2524549.563,402729.9526
2,2240,4,2,5900,2012,10,170000,5,62,1,0,0,1,1,2527296.606,395927.9141
2,2234,6,2,5280,2012,5,110000,5,55,1,0,0,1,1,2528248.394,405486.0466
2,2100,6,2,10230,2012,8,120000,5,45,1,0,0,1,1,2521649.772,412791.7206
2,2076,6,2,5610,2012,10,115000,5,55,1,0,0,1,1,2523494.445,403413.09
2,2064,4,2,5080,2012,7,100000,5,57,1,0,0,1,1,2529414.122,404142.2353
1.5,2045,4,2,4800,2012,6,96500,5,55,1,0,0,1,1,2527544.161,405699.9928
1.5,2018,5,2,7200,2012,8,110000,5,49,1,0,0,1,1,2522220.624,410896.2817
1,1904,4,3.5,8640,2012,10,137500,5,58,1,0,0,0,1,2532067.969,401278.4468
1,1865,3,2,17200,2012,7,154000,5,47,1,0,1,0,1,2524589.176,422761.3318
1,1750,3,1.5,13696,2012,7,149500,5,47,1,0,1,1,1,2525270.374,423808.5385
1,1733,3,2,21780,2012,4,198000,5,62,1,0,1,0,1,2523188.731,424340.2871
1,1703,2,2,11280,2012,3,257500,5,61,1,0,2,1,1,2525002.341,396196.4687
1,1629,3,2.5,11475,2012,3,187900,5,43,1,0,1,1,1,2517105.181,418213.3934
1,1616,3,2,11025,2012,4,135000,5,44,0,0,0,0,1,2517348.684,417615.1013
1,1598,3,2,15500,2012,2,144000,5,65,0,0,1,1,1,2521661.924,412141.0504
1,1516,3,1,7800,2012,8,152000,5,60,1,0,0,1,1,2526061.321,399064.1584
1,1491,3,1.5,12000,2012,8,144000,5,48,1,0,1,1,1,2525052.836,423915.2762
1,1486,3,2,21780,2012,10,186500,5,60,1,0,2,0,1,2523486.871,425803.9964
1,1430,3,1,6250,2012,9,136000,5,62,1,0,1,1,1,2528884.282,398712.7389
1,1415,3,1.5,7800,2012,6,183500,5,58,1,0,1,1,1,2525551.56,399048.5217
1,1407,3,1.5,13216,2012,3,156000,5,60,1,0,0,1,1,2526730.904,395594.1108
1,1405,3,1.5,21780,2012,6,141900,5,56,1,0,1,1,1,2524191.067,421592.0887
1,1304,3,1.5,21780,2012,12,133000,5,48,1,0,1,1,1,2523540.108,422220.9464
1,1300,3,1.5,5978,2012,10,115000,5,55,1,0,0,1,1,2528801.351,406889.1279
1,1300,3,1.5,4920,2012,11,96900,5,45,1,0,0,1,1,2530097.264,404536.4516
1,1290,3,2.5,5280,2012,4,122000,5,53,1,0,0,1,1,2528398.436,405533.4313
1,1288,3,1.5,5120,2012,6,78000,5,55,1,0,0,1,1,2528410.69,403861.7491
1,1286,3,1.5,18760,2012,4,149000,5,63,1,0,0,1,1,2518049.523,415801.5512
1,1283,3,1.5,7920,2012,6,90000,5,50,1,0,1,1,1,2527451.099,407095.1014
1,1276,3,1.5,9141,2012,4,155000,5,54,1,0,0,0,1,2525331.239,399606.4865
1,1269,4,1.5,11830,2012,5,79000,5,56,1,0,0,1,1,2530797.842,403791.8523
1,1268,2,1,5000,2012,6,131800,5,60,1,0,0,1,1,2529093.801,397884.7935
1,1256,3,2,5000,2012,2,121800,5,61,0,0,0,1,1,2528101.305,397840.908
1,1256,3,2,5000,2012,3,106000,5,61,0,0,0,1,1,2528101.305,397840.908
1,1252,3,1.5,5805,2012,8,99500,5,54,1,0,0,1,1,2527616.702,408369.1836
1,1246,3,1.5,5120,2012,10,121750,5,55,1,0,0,1,1,2528263.81,403895.0607
1,1238,3,2.5,5940,2012,3,123000,5,50,1,0,0,1,1,2522725.874,409549.5699
1,1238,3,1.5,5850,2012,8,92000,5,52,1,0,0,1,1,2530870.77,408204.1164
1,1237,3,2.5,6890,2012,9,81500,5,52,1,0,0,1,1,2529930.264,407945.7794
1,1225,3,1.5,6095,2012,7,116000,5,50,1,0,0,1,1,2527991.352,407142.0056
1,1219,3,1.5,8241,2012,2,85000,5,56,1,0,0,1,1,2531010.372,404243.9122
1,1216,3,1.5,6580,2012,11,125900,5,55,1,0,1,1,1,2528253.982,405342.6302
1,1216,2,1,7800,2012,2,131000,5,63,1,0,1,1,1,2525547.886,399168.4648
1,1212,3,1.5,4800,2012,8,87000,5,48,1,0,0,1,1,2527738.102,407843.348
1,1208,3,1.5,5080,2012,10,111000,5,52,1,0,0,1,1,2527738.886,404072.9926
1,1204,4,1.5,10125,2012,9,144000,5,41,1,0,0,1,1,2516958.741,417619.1263
1,1197,3,1,6000,2012,6,82000,5,53,1,0,0,1,1,2531677.676,407762.151
1,1188,2,1,7500,2012,12,100000,5,57,1,0,0,1,1,2529823.831,401923.8073
1,1183,3,1.5,5280,2012,7,112000,5,55,1,0,0,1,1,2530856.668,401321.7563
1,1168,3,1.5,6360,2012,4,80000,5,58,1,0,0,1,1,2531878.219,401850.9962
1,1168,3,1,6360,2012,6,114500,5,58,1,0,0,1,1,2531879.936,401743.9001
1,1163,2,1.5,6000,2012,6,85500,5,54,1,0,0,1,1,2531499.119,407761.292
1,1163,3,1,5400,2012,6,95000,5,55,1,0,0,1,1,2527896.125,405593.22
1,1163,3,1.5,5750,2012,2,118900,5,58,0,0,0,1,1,2530022.035,401454.8434
1,1147,3,1,5871,2012,7,118000,5,61,1,0,1,0,1,2531018.525,395462.585
1,1138,3,2,4800,2012,5,84500,5,60,1,0,0,1,1,2530748.938,400976.3373
1,1137,3,1,5200,2012,4,80000,5,58,1,0,0,1,1,2527404.402,408231.4296
1,1136,3,1.5,9664,2012,10,82400,5,43,1,0,0,0,0,2516979.939,416724.092
1,1132,3,1.5,8400,2012,12,77300,5,56,1,0,1,1,1,2522831.918,412635.2874
1,1131,3,1.5,7200,2012,11,135000,5,56,1,0,0,1,1,2522300.25,412169.785
1,1129,3,1.5,4800,2012,11,60000,5,50,1,0,0,0,1,2528076.966,409816.2334
1,1128,3,1,8874,2012,3,115000,5,53,1,0,0,1,1,2520653.283,409626.7184
1,1120,3,1.5,8400,2012,1,131000,5,55,1,0,0,1,1,2522398.187,413301.1221
1,1117,2,1.5,8060,2012,5,86000,5,52,1,0,0,1,1,2528350.874,406866.9796
1,1115,3,1,6407,2012,4,115000,5,52,1,0,0,1,1,2525018.395,403777.4006
1,1112,3,1.5,4800,2012,5,122900,5,56,1,0,0,1,1,2525078.227,402463.1318
1,1110,3,1.5,8000,2012,12,111000,5,56,1,0,0,1,1,2521910.444,411539.8002
1,1103,2,1,8250,2012,7,108000,5,62,1,0,1,1,1,2527742.187,398590.5484
1,1095,3,1,4800,2012,11,125000,5,57,1,0,0,1,1,2525169.148,401944.4934
1,1093,3,1,7015,2012,2,96000,5,56,1,0,0,1,1,2522034.257,412109.4126
1,1084,3,1.5,6000,2012,7,80000,5,60,0,0,0,1,1,2526104.177,400179.8603
1,1084,3,2,4800,2012,12,101000,5,57,1,0,0,1,1,2531725.118,402692.0743
1,1082,3,2,5040,2012,10,93000,5,56,1,0,0,1,1,2528077.885,403688.0486
1,1080,3,1.5,4800,2012,7,72000,5,49,1,0,0,1,1,2528264.996,409319.296
1,1075,3,1,5550,2012,9,120000,5,56,1,0,0,1,1,2525603.694,400972.8632
1,1062,2,1,6300,2012,11,96000,5,62,1,0,0,1,1,2529950.591,397856.1982
1,1051,3,1,7875,2012,6,86766,5,58,1,0,0,1,1,2530661.188,402252.2646
1,1040,3,1.5,6480,2012,2,95500,5,56,1,0,0,1,1,2530596.952,404798.7912
1,1040,2,1,7200,2012,4,108000,5,60,1,0,0,1,1,2525883.758,398818.5946
1,1031,3,2,6624,2012,1,115000,5,56,1,0,0,1,1,2528265.37,404248.7841
1,1028,3,1.5,8220,2012,5,110000,5,57,1,0,0,1,1,2529294.731,402871.6933
1,1024,3,1,5040,2012,8,89900,5,51,1,0,0,1,1,2528507.19,409974.7622
1,1019,3,1,8400,2012,2,67000,5,56,1,0,0,0,1,2522153.131,413631.8627
1,1019,2,2,8400,2012,8,95000,5,56,1,0,0,1,1,2522279.251,413296.7901
1,1019,3,1,8400,2012,10,80000,5,56,1,0,0,1,1,2522222.754,413155.1106
1,1014,3,2,6160,2012,12,116500,5,56,1,0,0,1,1,2524387.445,402492.4555
1,1008,3,1.5,6000,2012,7,116500,5,57,1,0,0,1,1,2526374.002,403103.0042
1,1008,3,1.5,8214,2012,6,100000,5,57,1,0,0,1,1,2526517.265,402153.5871
1,997,3,2,7315,2012,10,99000,5,56,1,0,0,1,1,2529260.752,406456.1209
1,990,2,2,6016,2012,11,140000,5,67,1,0,0,1,1,2531153.399,397508.3448
1,987,3,1.5,7192,2012,8,118000,5,55,1,0,0,1,1,2531027.501,405451.3244
1,986,2,1,6000,2012,12,78900,5,59,1,0,1,1,1,2525635.595,399799.72
1,984,3,2,6000,2012,5,92000,5,58,1,0,0,1,1,2531856.873,403202.5624
1,977,3,2,6120,2012,11,106500,5,56,1,0,0,1,1,2527431.386,406907.4982
1,977,3,2,6000,2012,7,124500,5,59,1,0,0,1,1,2526198.104,401046.1225
1,972,3,1,4800,2012,10,102000,5,60,1,0,0,1,1,2527589.504,401173.6651
1,965,3,1.5,7200,2012,8,107000,5,56,1,0,0,1,1,2522681.258,413841.6201
1,963,3,1,7600,2012,12,80000,5,55,1,0,0,1,1,2528886.707,406558.4033
1,963,3,1,7000,2012,10,92000,5,55,1,0,0,1,1,2528685.69,407202.2642
1,952,3,1.5,6240,2012,12,81000,5,54,1,0,0,1,1,2527779.431,406319.7605
1,952,2,1,5520,2012,7,69900,5,59,1,0,0,1,1,2530525.681,400757.5936
1,948,2,2,5346,2012,10,95000,5,55,1,0,0,1,1,2531691.023,405047.1083
1,936,3,1,5248,2012,9,69000,5,55,1,0,0,1,1,2530104.493,406370.3953
1,919,3,1,7808,2012,11,82900,5,54,1,0,0,1,1,2522533.255,410724.2334
1,915,2,1,8570,2012,7,97000,5,63,1,0,1,0,1,2527546.7,398583.3681
1,912,3,1.5,6250,2012,8,136500,5,60,1,0,0,1,1,2529472.994,396480.7572
1,912,3,1.5,6250,2012,5,110500,5,63,1,0,0,1,1,2527951.607,396312.1466
1,912,2,1,5360,2012,11,92000,5,72,1,0,0,0,1,2531431.252,395813.2767
1,910,3,1,6480,2012,8,141000,5,60,1,0,0,1,1,2525818.62,399704.1879
1,873,2,1.5,5120,2012,6,89500,5,60,1,0,0,1,1,2528263.35,397307.3877
1,842,2,1,5520,2012,5,80000,5,63,0,0,1,1,1,2529895.8,399330.2351
1,828,2,1,4995,2012,6,57900,5,62,0,0,1,1,1,2529843.189,395982.8127
1,772,2,1,5200,2012,7,69000,5,61,1,0,0,1,1,2528210.912,399039.8292
1,768,2,1,4687,2012,8,84500,5,60,1,0,0,0,1,2526668.569,401185.4328
1,1826,3,2.5,7748,2012,12,175000,5,51,1,0,0,1,1,2525375.267,403846.7253
1,1489,3,2,6000,2012,11,124000,5,57,0,0,0,1,1,2526216.037,402309.121
2,2366,3,2.5,6301,2012,8,255000,6,8,1,0,1,1,1,2556543.334,391377.5344
1,1722,2,1,10500,2012,1,30000,6,122,1,1,0,0,1,2556875.413,395687.2996
2,2422,4,2,4200,2012,12,26574,6,95,1,0,0,0,0,2555153.247,397618.3275
2,2192,4,2,3900,2012,8,76900,6,88,1,0,0,0,0,2560268.036,396837.1707
1.5,2133,4,2,5440,2012,6,45000,6,83,1,0,0,0,1,2552473.223,402791.0253
1.5,2028,4,2,5000,2012,7,25000,6,90,1,0,0,0,1,2551500.715,402915.3308
2,3122,5,2,4064,2012,10,263000,6,127,1,1,0,1,1,2558127.414,391323.3907
2,2833,6,2,6000,2012,5,17302,6,117,0,0,0,0,1,2556718.125,394929.205
2,2288,5,2,6000,2012,1,42000,6,122,1,0,0,0,0,2555937.042,395812.6817
2,2270,4,2,3455,2012,11,32500,6,132,1,0,0,0,0,2558655.84,396990.1546
2,2028,4,2,5100,2012,4,33300,6,122,1,0,0,0,0,2558097.81,393766.8878
2,2013,4,2,3330,2012,6,30000,6,122,1,0,0,0,0,2557849.978,396638.1139
1.5,1677,4,2,3300,2012,6,24300,6,113,1,0,0,0,0,2559111.969,398637.3433
1.5,1629,4,2,3600,2012,7,195000,6,118,1,0,0,1,1,2560004.917,392065.196
1,2212,5,2.5,5000,2012,8,60000,6,85,1,1,0,0,0,2552951.929,402240.5516
1,1440,4,1,4440,2012,7,25000,6,87,1,1,0,0,1,2550280.36,403090.2976
1,1200,3,2,4440,2012,5,131000,6,85,1,1,0,0,0,2560239.166,400294.2328
2,2572,4,2.5,4800,2012,7,265000,6,114,1,1,1,0,1,2559488.684,392273.6573
2,1878,4,2,2000,2012,3,158000,6,122,1,0,0,1,1,2558498.002,392935.0376
1.5,1871,3,2,3690,2012,8,159000,6,131,1,0,0,1,1,2560028.281,392727.6631
1.5,1779,5,2,7920,2012,5,51800,6,97,1,0,0,0,0,2549935.091,401648.8959
1.5,1752,3,0,7500,2012,7,215000,6,132,1,0,0,1,0,2558110.53,392828.6106
2,1717,4,2,12000,2012,6,51000,6,122,1,0,0,0,0,2556114.086,395217.1068
1,1652,2,2.5,7550,2012,11,80000,6,149,1,0,1,1,1,2557935.031,393291.893
1,1636,3,2,4200,2012,6,85000,6,132,1,1,0,1,0,2559635.482,395128.4397
2,1500,3,1,5054,2012,5,180000,6,82,1,0,0,1,1,2561758.155,402797.3053
1,1476,4,1,3120,2012,1,29000,6,122,1,1,0,0,0,2559501.208,394855.0133
1.5,1331,3,1,3600,2012,10,35000,6,115,1,0,0,0,1,2559097.62,401000.4278
1.5,1265,2,1.5,3276,2012,1,124000,6,122,1,0,0,0,0,2559947.812,398017.1351
1,1116,2,1.5,3300,2012,3,120000,6,120,1,1,1,1,1,2560198.01,398655.0988
1,873,3,1.5,3750,2012,10,9805,6,115,1,1,0,0,0,2554460.517,401557.0238
1.5,1115,2,1,0,2012,6,30000,6,122,1,0,0,0,0,2558435.548,400657.0387
2,4091,6,2,5950,2012,10,72000,6,132,1,0,0,0,1,2557815.127,398116.5076
1,1908,3,2,6400,2012,2,95000,7,62,1,1,2,1,1,2539822.553,400328.6066
1.5,1775,4,3,4797,2012,1,119000,7,76,1,0,0,1,1,2543574.071,403019.1639
1,1632,4,1.5,5125,2012,10,94800,7,76,1,1,1,0,1,2541417.854,400514.952
1,1581,4,1,4720,2012,12,41000,7,72,1,1,0,0,1,2543724.335,401539.9379
1,1561,3,2,4551,2012,1,89000,7,65,1,1,0,1,1,2538529.015,401287.8896
1,1547,4,1,5125,2012,12,98000,7,75,1,1,0,1,1,2541542.807,400436.2735
1.5,1504,3,1.5,4800,2012,3,83000,7,72,1,0,0,0,1,2544950.637,402627.8687
1,1460,4,2,5324,2012,4,84900,7,67,1,1,0,0,1,2540467.799,403004.2776
1,1396,3,1,5160,2012,4,85000,7,74,1,1,0,1,1,2542482.309,403545.8737
1,1357,3,1.5,4800,2012,4,70000,7,70,1,1,0,1,1,2539940.073,402053.7593
1.5,1336,4,2,5100,2012,7,104000,7,62,1,0,0,1,1,2544658.756,405429.6198
1,1335,3,1,6247,2012,7,84000,7,61,1,1,0,1,1,2542533.244,403267.2872
1,1219,3,1,5520,2012,5,66000,7,72,1,1,0,1,1,2537946.812,406984.6492
1,1078,3,1,5842,2012,9,72000,7,64,1,1,0,0,0,2544182.028,405497.183
2,1908,4,2.5,5000,2012,6,84500,7,9,1,0,0,1,1,2542277.668,405360.4949
2,1817,3,2.5,5040,2012,3,138000,7,67,0,0,1,1,1,2539261.996,402155.0786
2,1734,4,2.5,5040,2012,7,130000,7,81,1,0,0,1,1,2542156.448,400486.0242
2,1555,3,1.5,4888,2012,3,145000,7,77,1,0,0,1,1,2541128.709,400034.1904
2,1532,3,1.5,4800,2012,1,89900,7,86,1,0,1,1,1,2542288.85,400729.631
2,1364,3,1.5,4988,2012,4,89000,7,72,1,0,0,1,1,2543556.129,404796.5422
1,1110,2,1,6171,2012,11,44200,7,88,0,1,0,0,0,2540507.62,399267.1734
2,3074,6,2,5250,2012,10,87000,7,83,1,0,0,0,1,2541560.618,398982.8674
2,3056,6,2,5160,2012,5,125000,7,88,1,0,0,1,1,2540513.88,397336.3851
2,2696,5,3,5160,2012,8,105000,7,80,1,0,2,1,1,2542754.673,403201.3687
2,2628,6,2,4800,2012,9,60000,7,95,1,0,0,0,0,2544271.75,397276.175
2,2618,4,2,5000,2012,4,30000,7,88,1,0,0,1,1,2541189.122,397031.6952
2,2556,6,2,4800,2012,2,93100,7,92,1,0,0,1,1,2544079.751,398222.278
2,2422,4,2,4960,2012,8,30000,7,88,1,0,0,0,1,2541520.125,396768.53
2,2302,4,2,5125,2012,5,77000,7,76,1,0,0,0,1,2541413.246,400910.4199
1.5,1822,4,2,5160,2012,9,72400,7,87,1,0,0,1,1,2540514.883,397217.4126
2,1824,4,2,7560,2012,3,75000,7,68,1,0,0,0,1,2543381.455,401555.6564
2,2930,5,2.5,5160,2012,4,149000,7,88,1,0,1,1,1,2540997.922,397543.5233
1,2429,4,2,5586,2012,4,113000,7,88,1,1,1,1,1,2541990.66,397865.3316
1.5,2078,5,3,4800,2012,11,109900,7,87,1,0,0,1,1,2545130.872,402552.1632
1,2067,4,2,5040,2012,12,119500,7,82,1,1,0,1,1,2541981.426,399992.939
1,1781,5,1.5,4800,2012,8,94000,7,92,1,1,0,0,1,2543952.875,397748.5
1,1596,3,2,5160,2012,1,105000,7,87,1,1,0,1,1,2540511.357,397615.2522
1,1584,3,1,5280,2012,9,60000,7,83,1,1,0,0,1,2544822.209,401675.9052
1,1576,3,1,4920,2012,5,57000,7,85,1,1,0,0,1,2538278.14,406467.753
1,1538,3,2,4800,2012,5,78000,7,85,1,1,0,1,1,2540972.272,398664.6478
1,1453,5,1.5,3795,2012,6,69000,7,86,1,1,0,0,1,2544027.949,402319.187
1,1233,3,1,6160,2012,8,65000,7,80,1,1,0,0,1,2538822.435,410048.8107
1,1498,3,2.5,5160,2012,4,68000,7,56,1,0,0,1,1,2540800.886,402186.5079
1,1084,2,1,6148,2012,9,20500,7,65,1,0,0,1,1,2539434.378,407195.4115
1,916,2,1,4800,2012,10,35000,7,63,1,0,1,0,1,2543140.003,408988.7177
1.5,1574,3,2,5100,2012,7,95000,7,81,1,1,0,1,1,2541129.797,401526.5681
1.5,1415,5,2,6528,2012,7,40000,7,132,1,0,0,0,1,2542892.84,409131.3715
1.5,1348,3,1.5,4800,2012,10,60000,7,84,1,0,1,1,1,2540947.46,402229.2095
1,864,3,1,4600,2012,10,47000,7,89,1,1,0,0,1,2543742.083,400319.29
1,296,1,1,0,2012,7,28000,7,86,1,1,0,1,1,2540722.812,408405.2552
2,1886,2,1.5,6000,2012,5,149000,7,79,1,0,1,0,1,2540283.982,399418.1772
1.5,1802,3,1.5,6105,2012,8,112000,7,72,1,0,1,1,1,2538816.827,402468.6582
1.5,1647,3,1.5,4773,2012,9,105000,7,76,1,0,1,0,1,2538648.888,402100.9227
1,1522,4,1.5,5760,2012,12,100375,8,61,1,1,1,1,1,2545679.727,375549.1916
1,1135,3,1,3600,2012,12,77600,8,71,1,1,0,0,1,2548475.485,370411.7461
1,1320,4,1.5,4200,2012,5,35000,8,122,1,1,0,0,0,2550790.15,376600.897
1,1268,4,1,4280,2012,1,31500,8,122,1,1,0,0,1,2550894.943,377014.5936
2,2516,5,2,4500,2012,2,79000,8,100,1,0,0,0,1,2548987.125,371886.705
2,2260,4,2,3750,2012,5,105000,8,96,1,0,0,0,1,2547882.37,379004.2483
1.5,1896,4,2,3600,2012,3,65000,8,88,1,0,0,0,1,2546293.124,376375.8898
1.5,1741,4,2,5850,2012,2,112600,8,91,1,0,0,0,1,2548586.484,375165.76
2,2666,4,2,4760,2012,10,103000,8,102,1,0,0,1,1,2548343.25,378801.2
2,2557,6,2,4515,2012,8,66000,8,90,1,0,0,0,1,2547332.93,379261.1839
1.5,2071,5,3,5320,2012,8,54000,8,127,1,0,0,0,1,2550763,378040.875
2,2038,6,2,3540,2012,5,17100,8,96,1,0,0,0,0,2545885.165,379720.527
2,1958,4,2,4290,2012,7,63600,8,101,1,0,0,0,0,2551749.172,374587.0001
2,1875,4,2,3960,2012,3,28000,8,106,1,0,0,0,1,2546238.793,378505.9347
1.5,1783,4,2,3750,2012,4,90000,8,99,1,0,0,0,1,2548297.511,372873.4283
1.5,1678,3,2,4800,2012,7,78000,8,105,1,0,0,0,1,2548664.92,369933.4421
1,1626,3,1,3960,2012,11,95000,8,90,1,1,0,0,1,2547776.81,373504.3791
1,1556,4,2,4148,2012,10,95000,8,84,1,1,0,1,1,2545414.222,375931.1474
1,1263,3,1,4752,2012,10,85000,8,86,1,1,0,0,1,2546613.529,375898.3679
1,1261,4,2,5715,2012,4,94000,8,87,1,1,0,1,1,2546977.25,373318.955
1,1212,3,1,4400,2012,3,53900,8,88,1,1,0,0,1,2547215.565,377435.6865
1.5,1186,4,1.5,4720,2012,9,95000,8,91,1,0,0,0,1,2548276.255,374266.5402
1,1180,3,1,4200,2012,10,24900,8,87,1,1,0,1,1,2549314.898,376145.8602
1,1138,3,1,3270,2012,1,50000,8,90,1,1,0,0,0,2547592.893,378561.0914
1,1105,3,1,3060,2012,9,65000,8,88,1,1,0,0,0,2549670.472,374656.2623
1,850,2,1,2520,2012,6,50000,8,87,1,1,0,0,0,2550000.369,376975.2348
2,1718,4,1.5,6300,2012,10,94000,8,117,1,0,0,0,1,2549031.506,379631.1983
1.5,1645,4,2,3450,2012,7,65000,8,123,1,0,0,0,1,2551378.863,374934.0559
1,1550,4,2,4140,2012,6,73000,8,116,1,1,0,0,1,2548950.935,376098.3906
1,1549,4,1,5760,2012,1,92000,8,99,1,1,0,0,1,2547305,373894.015
1,1531,2,1.5,4335,2012,9,121000,8,97,1,0,1,0,0,2548749.164,375064.8467
1.5,1519,5,1,3600,2012,12,87000,8,125,1,0,0,1,1,2547643.931,371741.4532
2,1502,4,1,3582,2012,5,92000,8,104,1,0,0,1,1,2545608.24,378410.19
1,1461,3,1.5,3540,2012,11,90000,8,99,1,1,0,1,1,2548278.362,374062.3344
1.5,1402,4,2,3582,2012,7,84500,8,106,1,0,0,1,1,2545732.635,378624.17
1.5,1398,3,2,3570,2012,1,92000,8,105,1,0,0,1,1,2545603.98,378590.14
1,1385,4,1,4200,2012,2,60000,8,119,1,1,0,0,1,2550931.377,377203.5833
1.5,1383,3,1.5,2678,2012,6,23500,8,100,1,0,0,0,0,2547448.127,378219.4076
